"BuySellIndicator","TransactionType","Sender","Receiver","SendersRef","Function","TradeRef","PreviousRef","TradeDate","SettlementDate","DealCcy","DealPrice","SGXSecurityCode","ISIN","SecurityDescription","Quantity","BuyerSeller","ClientAccount","CDPSafeKeepingAccount","PlaceofTrade","PlaceofSettlement","SettlementCcy","SettlementAmt","AccruedInterestCcy","AccruedInterestAmt","Blocktrade","PaymentIndicator","LocalorForeignIndicator","StatusID","Status","PSMSMatchedReference","TransferType","flag","NotReported","Rate","Price","DaName","CDPAccountName","Location","SettlementValue_BaseCurrency","SettlementValue_SGD","NewFee","OldFee","FeeGain"
"S","FDVP",278,278,"18146267901","NEWM","",NA,20160518,20160523,"SGD",0,"1H36","SG1H36875612","CHIP ENG SENG CORPORATION LTD",5300,"MERRILL LYN","","2781-1984-7109","OTCO","CDPLSGSG","SGD",3341.68,"",NA,"N","","",15,"SETTLED","C16K200522331436","TRAD","Off-Exchange",NA,1,0.63,"Merrill Lynch (Singapore) Pte Ltd","FB MERRILL LYNCH INTL - F","OMNIBUS",3341.68,3341.68,0,33,-33
"B","FDVP",278,278,"18146268401","NEWM","",NA,20160518,20160523,"SGD",0,"1H36","SG1H36875612","CHIP ENG SENG CORPORATION LTD",5300,"MLILGB3LESF","","2781-2119-6908","OTCO","CDPLSGSG","SGD",3341.68,"",NA,"N","","",15,"SETTLED","C16K200522331436","TRAD","Off-Exchange",NA,1,0.63,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",3341.68,3341.68,0,33,-33
"B","FDVP",278,659,"18146269101","NEWM","",NA,20160518,20160523,"SGD",0,"1BI7","SG1BI7000000","SIIC ENVIRONMENT HOLDINGS LTD.",232500,"GOLDUS33","","2781-2119-6908","OTCO","CDPLSGSG","SGD",144254.51,"",NA,"N","","",15,"SETTLED","C16K200522340451","TRAD","Off-Exchange",NA,1,0.625,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",144254.51,144254.51,0,33,-33
"S","FDVP",278,282,"18146287301","NEWM","",NA,20160518,20160523,"SGD",0,"2C32","SG2C32962814","MAPLETREE INDUSTRIAL TRUST",101100,"MSNYUS33","","2781-1800-8540","OTCO","CDPLSGSG","SGD",163174.45,"",NA,"N","","",15,"SETTLED","C16K200522334195","TRAD","Off-Exchange",NA,1,1.615,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",163174.45,163174.45,0,33,-33
"S","OFOP",278,551,"18146418001","NEWM","",NA,20160518,20160523,"SGD",0,"1S83","SG1S83002349","UOL GROUP LIMITED",24200,"SBOSUS3CXXX","","2781-1984-7109","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822330964","TRAD","Off-Exchange",NA,1,5.72,"Merrill Lynch (Singapore) Pte Ltd","FB MERRILL LYNCH INTL - F","OMNIBUS",138424,138424,100,100,0
"S","OFOP",278,551,"18146421801","NEWM","",NA,20160518,20160523,"SGD",0,"1Q52","SG1Q52922370","SUNTEC REAL ESTATE INV TRUST",8500,"STATE STREE","","2781-1984-7109","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822330941","TRAD","Off-Exchange",NA,1,1.625,"Merrill Lynch (Singapore) Pte Ltd","FB MERRILL LYNCH INTL - F","OMNIBUS",13812.5,13812.5,90,90,0
"S","OFOP",278,551,"18146431101","NEWM","",NA,20160518,20160523,"SGD",0,"1I65","SG1I65883502","TAT HONG HOLDINGS LTD",1500,"STATE STREE","","2781-1984-7109","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822330661","TRAD","Off-Exchange",NA,1,0.5,"Merrill Lynch (Singapore) Pte Ltd","FB MERRILL LYNCH INTL - F","OMNIBUS",750,750,20,20,0
"B","FDVP",278,551,"18146621501","NEWM","",NA,20160518,20160523,"SGD",0,"1M77","SG1M77906915","ASCENDAS REAL ESTATE INV TRUST",990700,"NOMAGB2L","","2781-1800-8540","XSES","CDPLSGSG","SGD",2318238,"",NA,"N","","",15,"SETTLED","C16K200522330014","TRAD","Off-Exchange",NA,1,2.31,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",2318238,2318238,350.7357,33,317.7357
"B","FDVP",278,659,"18146900501","NEWM","",NA,20160518,20160523,"SGD",0,"1M77","SG1M77906915","ASCENDAS REAL ESTATE INV TRUST",1940000,"CSFBGB2LXXX","","2781-1800-8540","OTCO","CDPLSGSG","SGD",4462000,"",NA,"N","","",15,"SETTLED","C16K200522341388","TRAD","Off-Exchange",NA,1,2.31,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",4462000,4462000,0,33,-33
"B","FDVP",278,701,"18147113001","NEWM","",NA,20160518,20160523,"SGD",0,"1P62","BMG6542T1190","NOBLE GROUP LIMITED",11100,"NITEUS33XXX","","2781-1783-8027","OTCO","CDPLSGSG","USD",2553,"",NA,"N","","",15,"SETTLED","C16K200522332205","TRAD","Off-Exchange",NA,1.41265,0.31,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",2553,3606.49545,0,33,-33
"B","FDVP",278,701,"18147113001","NEWM","",NA,20160518,20160523,"SGD",0,"1P62","BMG6542T1190","NOBLE GROUP LIMITED",11100,"NITEUS33XXX","","2781-1783-8027","OTCO","CDPLSGSG","USD",2553,"",NA,"N","","",15,"SETTLED","C16K200522332205","TRAD","Off-Exchange",NA,1.38175,0.31,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",2553,3527.60775,0,33,-33
"B","OFOP",278,551,"18147113601","NEWM","",NA,20160518,20160523,"SGD",0,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",1860,"A C DEAN WI","","2781-1783-8027","","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349316","","Off-Exchange",NA,1,10.6,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",19716,19716,75,0,75
"B","OFOP",278,659,"18147114101","NEWM","",NA,20160518,20160523,"SGD",0,"1I52","SG1I52882764","SATS LTD.",100,"GOLDUS33XXX","","2781-1783-8027","","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822352267","","Off-Exchange",NA,1,4.45,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",445,445,75,0,75
"B","FDVP",278,551,"18147115401","NEWM","",NA,20160518,20160523,"SGD",0,"2G35","SG2G35998266","SAIZEN REAL ESTATE INV TRUST",5500,"CITISGS FBO","","2781-1783-8027","XSES","CDPLSGSG","USD",330,"",NA,"N","","",15,"SETTLED","C16K200522330015","TRAD","Off-Exchange",NA,1.41265,0.091,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",330,466.1745,78,33,45
"B","FDVP",278,551,"18147115401","NEWM","",NA,20160518,20160523,"SGD",0,"2G35","SG2G35998266","SAIZEN REAL ESTATE INV TRUST",5500,"CITISGS FBO","","2781-1783-8027","XSES","CDPLSGSG","USD",330,"",NA,"N","","",15,"SETTLED","C16K200522330015","TRAD","Off-Exchange",NA,1.38175,0.091,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",330,455.9775,78,33,45
"B","FDVP",278,701,"18150073401","NEWM","",NA,20160518,20160523,"SGD",0,"1J26","SG1J26887955","SINGAPORE EXCHANGE LIMITED",3600,"CVGXUS33XXX","","2781-1783-8027","XSES","CDPLSGSG","SGD",27082.83,"",NA,"N","","",15,"SETTLED","C16K200522332193","TRAD","Off-Exchange",NA,1,7.49,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",27082.83,27082.83,78,33,45
"B","OFOP",278,278,"18151803701","NEWM","",NA,20160519,20160523,"SGD",0,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",44500,"MERRILL LYN","","2781-1800-8503","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822352245","","Off-Exchange",NA,1,17.94,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF STOCK LOAN ACCOUNT","OTHERS",798330,798330,119.7495,0,119.7495
"S","OFOP",278,278,"18151809101","NEWM","",NA,20160519,20160523,"SGD",0,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",44500,"MLI STOCK L","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822352245","","Off-Exchange",NA,1,17.94,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",798330,798330,119.7495,100,19.7495
"S","OFOP",278,278,"18153625101","NEWM","",NA,20160519,20160523,"SGD",0,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",164400,"MLPFNS","","2781-1800-8503","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350031","","Off-Exchange",NA,1,1.185,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF STOCK LOAN ACCOUNT","OTHERS",194814,194814,75,100,-25
"S","OFOP",278,561,"18153630101","NEWM","",NA,20160519,20160523,"SGD",0,"1K66","SG1K66001688","WING TAI HOLDINGS LTD",92922,"CNORGB22XXX","","2781-1800-8503","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822345958","","Off-Exchange",NA,1,1.72,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF STOCK LOAN ACCOUNT","OTHERS",159825.84,159825.84,75,100,-25
"S","OFOP",278,278,"18155295501","NEWM","",NA,20160519,20160523,"SGD",0,"1P66","SG1P66918738","SINGAPORE PRESS HLDGS LTD",282062,"MLPFNS","","2781-1800-8503","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349950","","Off-Exchange",NA,1,3.95,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF STOCK LOAN ACCOUNT","OTHERS",1114144.9,1114144.9,167.121735,100,67.121735
"S","OFOP",278,551,"18155295701","NEWM","",NA,20160519,20160523,"SGD",0,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",16798,"UBSWCHZH80A","","2781-1800-8503","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822330920","","Off-Exchange",NA,1,17.94,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF STOCK LOAN ACCOUNT","OTHERS",301356.12,301356.12,75,100,-25
"S","OFOP",278,551,"18157333001","NEWM","",NA,20160519,20160523,"SGD",0,"1P66","SG1P66918738","SINGAPORE PRESS HLDGS LTD",282062,"SBOSUS3C","","2781-1781-5573","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822331298","","Off-Exchange",NA,1,3.95,"Merrill Lynch (Singapore) Pte Ltd","A/C MLPFS INTL STOCK LOAN","UNITED STATES",1114144.9,1114144.9,167.121735,100,67.121735
"B","OFOP",278,278,"18157333101","NEWM","",NA,20160519,20160523,"SGD",0,"1P66","SG1P66918738","SINGAPORE PRESS HLDGS LTD",282062,"MLI STOCK L","","2781-1781-5573","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349950","","Off-Exchange",NA,1,3.95,"Merrill Lynch (Singapore) Pte Ltd","A/C MLPFS INTL STOCK LOAN","UNITED STATES",1114144.9,1114144.9,167.121735,0,167.121735
"S","OFOP",278,551,"18157355501","NEWM","",NA,20160519,20160523,"SGD",0,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",164400,"SBOSUS3C","","2781-1781-5573","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349431","","Off-Exchange",NA,1,1.185,"Merrill Lynch (Singapore) Pte Ltd","A/C MLPFS INTL STOCK LOAN","UNITED STATES",194814,194814,75,100,-25
"B","OFOP",278,278,"18157355601","NEWM","",NA,20160519,20160523,"SGD",0,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",164400,"MLI STOCK L","","2781-1781-5573","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350031","","Off-Exchange",NA,1,1.185,"Merrill Lynch (Singapore) Pte Ltd","A/C MLPFS INTL STOCK LOAN","UNITED STATES",194814,194814,75,0,75
"S","FDVP",278,701,"18159650501","NEWM","",NA,20160518,20160523,"SGD",0,"1T42","TH0902010014","THAI BEVERAGE PUBLIC CO LTD",1300,"NITEUS33XXX","","2781-1783-8027","XSES","CDPLSGSG","USD",897,"",NA,"N","","",15,"SETTLED","C16K200522345438","TRAD","Off-Exchange",NA,1.41265,0.875,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",897,1267.14705,78,33,45
"S","FDVP",278,701,"18159650501","NEWM","",NA,20160518,20160523,"SGD",0,"1T42","TH0902010014","THAI BEVERAGE PUBLIC CO LTD",1300,"NITEUS33XXX","","2781-1783-8027","XSES","CDPLSGSG","USD",897,"",NA,"N","","",15,"SETTLED","C16K200522345438","TRAD","Off-Exchange",NA,1.38175,0.875,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",897,1239.42975,78,33,45
"S","OFOP",278,557,"18159650601","NEWM","",NA,20160518,20160523,"SGD",0,"1T42","TH0902010014","THAI BEVERAGE PUBLIC CO LTD",100,"CHASGB2LGST","","2781-1783-8027","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350766","","Off-Exchange",NA,1,0.875,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",87.5,87.5,75,10,65
"S","OFOP",278,551,"18159694401","NEWM","",NA,20160518,20160523,"USD",0,"1F77","BMG3924T1062","GENTING HONG KONG LIMITED",4000,"SBSIUS33XXX","","2781-1783-8027","","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349429","","Off-Exchange",NA,1.41265,0.325,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",1300,1836.445,75,40,35
"S","OFOP",278,551,"18159694401","NEWM","",NA,20160518,20160523,"USD",0,"1F77","BMG3924T1062","GENTING HONG KONG LIMITED",4000,"SBSIUS33XXX","","2781-1783-8027","","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349429","","Off-Exchange",NA,1.38175,0.325,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",1300,1796.275,75,40,35
"S","FDVP",278,551,"18159694501","NEWM","",NA,20160518,20160523,"SGD",0,"1R50","SG1R50925390","SEMBCORP INDUSTRIES LTD",87,"CITISGS FBO","","2781-1783-8027","XLON","CDPLSGSG","USD",167.91,"",NA,"N","","",15,"SETTLED","C16K200522345444","TRAD","Off-Exchange",NA,1.41265,2.81,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",167.91,237.1980615,78,33,45
"S","FDVP",278,551,"18159694501","NEWM","",NA,20160518,20160523,"SGD",0,"1R50","SG1R50925390","SEMBCORP INDUSTRIES LTD",87,"CITISGS FBO","","2781-1783-8027","XLON","CDPLSGSG","USD",167.91,"",NA,"N","","",15,"SETTLED","C16K200522345444","TRAD","Off-Exchange",NA,1.38175,2.81,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",167.91,232.0096425,78,33,45
"S","OFOP",278,557,"18159694601","NEWM","",NA,20160518,20160523,"SGD",0,"1P62","BMG6542T1190","NOBLE GROUP LIMITED",1100,"CHASGB2LGST","","2781-1783-8027","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350795","TRAD","Off-Exchange",NA,1,0.31,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",341,341,20,20,0
"S","FDVP",278,659,"18159694701","NEWM","",NA,20160518,20160523,"USD",0,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",1000,"GSILGB2XXXX","","2781-1783-8027","OTCO","CDPLSGSG","USD",53739.5,"",NA,"N","","",15,"SETTLED","C16K200522345432","TRAD","Off-Exchange",NA,1.41265,53.67,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",53739.5,75915.104675,0,33,-33
"S","FDVP",278,659,"18159694701","NEWM","",NA,20160518,20160523,"USD",0,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",1000,"GSILGB2XXXX","","2781-1783-8027","OTCO","CDPLSGSG","USD",53739.5,"",NA,"N","","",15,"SETTLED","C16K200522345432","TRAD","Off-Exchange",NA,1.38175,53.67,"Merrill Lynch (Singapore) Pte Ltd","MLPFS MAIN A/C (SING)-FR","OTHERS",53739.5,74254.554125,0,33,-33
"B","OFOP",278,278,"18161799801","NEWM","",NA,20160520,20160523,"SGD",0,"2D18","SG2D18969584","MAPLETREE COMMERCIAL TRUST",2000,"MLI","","2781-1800-8503","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349772","","Off-Exchange",NA,1,1.44,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF STOCK LOAN ACCOUNT","OTHERS",2880,2880,75,0,75
"S","OFOP",278,278,"18161802401","NEWM","",NA,20160520,20160523,"SGD",0,"2D18","SG2D18969584","MAPLETREE COMMERCIAL TRUST",2000,"SBL CUSTODY","","2781-1800-8607","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349772","","Off-Exchange",NA,1,1.44,"Merrill Lynch (Singapore) Pte Ltd","ML INTL EQUITIES 8106160001","OTHERS",2880,2880,75,20,55
"S","OFOP",278,278,"18162266401","NEWM","",NA,20160520,20160523,"SGD",0,"1BA5","SG1BA5000009","ADV INTEGRATED MFG CORP LTD",6300,"MLILGB4LKSI","","2781-1800-8564","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350041","","Off-Exchange",NA,1,0.265,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCT NON COLLATERAL CL","OTHERS",1669.5,1669.5,75,70,5
"B","OFOP",278,278,"18162274101","NEWM","",NA,20160520,20160523,"SGD",0,"2C32","SG2C32962814","MAPLETREE INDUSTRIAL TRUST",4,"MLILGB4LKSI","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349783","","Off-Exchange",NA,1,1.615,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",6.46,6.46,75,0,75
"S","OFOP",278,278,"18162274501","NEWM","",NA,20160520,20160523,"SGD",0,"1Q25","SG1Q25921608","DELFI LIMITED",4666997,"MLILGB4LKSI","","2781-1800-8564","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350044","","Off-Exchange",NA,1,2.46,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCT NON COLLATERAL CL","OTHERS",11480812.62,11480812.62,1722.121893,100,1622.121893
"S","OFOP",278,278,"18162275001","NEWM","",NA,20160520,20160523,"SGD",0,"2D81","SG2D81975377","PARKSON RETAIL ASIA LIMITED",513300,"MLILGB4LKSI","","2781-1800-8564","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349785","","Off-Exchange",NA,1,0.172,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCT NON COLLATERAL CL","OTHERS",88287.6,88287.6,75,100,-25
"B","OFOP",278,278,"18162275601","NEWM","",NA,20160520,20160523,"SGD",0,"1BA5","SG1BA5000009","ADV INTEGRATED MFG CORP LTD",6300,"MLILGB4LKSI","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350041","","Off-Exchange",NA,1,0.265,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",1669.5,1669.5,75,0,75
"B","OFOP",278,278,"18162277201","NEWM","",NA,20160520,20160523,"SGD",0,"2D81","SG2D81975377","PARKSON RETAIL ASIA LIMITED",513300,"MLILGB4LKSI","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349785","","Off-Exchange",NA,1,0.172,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",88287.6,88287.6,75,0,75
"B","OFOP",278,278,"18162277701","NEWM","",NA,20160520,20160523,"SGD",0,"1Q25","SG1Q25921608","DELFI LIMITED",4666997,"MLILGB4LKSI","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350044","","Off-Exchange",NA,1,2.46,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",11480812.62,11480812.62,1722.121893,0,1722.121893
"S","OFOP",278,278,"18162282001","NEWM","",NA,20160520,20160523,"SGD",0,"2C32","SG2C32962814","MAPLETREE INDUSTRIAL TRUST",4,"MLILGB4LKSI","","2781-1800-8564","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349783","","Off-Exchange",NA,1,1.615,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCT NON COLLATERAL CL","OTHERS",6.46,6.46,75,10,65
"S","OFOP",278,278,"18162284901","NEWM","",NA,20160520,20160523,"USD",0,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",200,"MLILGB4LKSI","","2781-1800-8564","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350051","","Off-Exchange",NA,1.41265,28.45,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCT NON COLLATERAL CL","OTHERS",5690,8037.9785,75,10,65
"S","OFOP",278,278,"18162284901","NEWM","",NA,20160520,20160523,"USD",0,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",200,"MLILGB4LKSI","","2781-1800-8564","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350051","","Off-Exchange",NA,1.38175,28.45,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCT NON COLLATERAL CL","OTHERS",5690,7862.1575,75,10,65
"B","OFOP",278,278,"18162290201","NEWM","",NA,20160520,20160523,"USD",0,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",200,"MLILGB4LKSI","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350051","","Off-Exchange",NA,1.41265,28.45,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",5690,8037.9785,75,0,75
"B","OFOP",278,278,"18162290201","NEWM","",NA,20160520,20160523,"USD",0,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",200,"MLILGB4LKSI","","2781-1800-8540","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350051","","Off-Exchange",NA,1.38175,28.45,"Merrill Lynch (Singapore) Pte Ltd","MLI GEF ACCOUNT CLIENT GENERAL","OTHERS",5690,7862.1575,75,0,75
"S","OFOP",278,278,"18162551101","NEWM","",NA,20160520,20160523,"SGD",0,"1V35","SG1V35936920","ASCENDAS INDIA TRUST",13700,"MLCOUS3GPRO","","2781-2119-6908","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350147","","Off-Exchange",NA,1,0.955,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",13083.5,13083.5,75,100,-25
"S","OFOP",278,278,"18162551701","NEWM","",NA,20160520,20160523,"SGD",0,"1T60","SG1T60930966","FRASERS CENTREPOINT TRUST",109700,"MLCOUS3GPRO","","2781-2119-6908","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349787","","Off-Exchange",NA,1,1.98,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",217206,217206,75,100,-25
"S","OFOP",278,278,"18162551901","NEWM","",NA,20160520,20160523,"SGD",0,"2F26","SG2F26986156","RELIGARE HEALTH TRUST",142600,"MLCOUS3GPRO","","2781-2119-6908","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350154","","Off-Exchange",NA,1,1.02,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",145452,145452,75,100,-25
"S","OFOP",278,278,"18162554501","NEWM","",NA,20160520,20160523,"SGD",0,"2D18","SG2D18969584","MAPLETREE COMMERCIAL TRUST",119100,"MLCOUS3GPRO","","2781-2119-6908","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349761","","Off-Exchange",NA,1,1.44,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",171504,171504,75,100,-25
"S","OFOP",278,278,"18162557201","NEWM","",NA,20160520,20160523,"SGD",0,"1J56","BMG392401094","GL LIMITED",113700,"MLCOUS3GPRO","","2781-2119-6908","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349750","","Off-Exchange",NA,1,0.885,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",100624.5,100624.5,75,100,-25
"S","OFOP",278,278,"18162557301","NEWM","",NA,20160520,20160523,"SGD",0,"1F60","SG1F60858221","SINGAPORE TECH ENGINEERING LTD",361900,"MLCOUS3GPRO","","2781-2119-6908","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350053","","Off-Exchange",NA,1,3.16,"Merrill Lynch (Singapore) Pte Ltd","ML PRO OMNIBUS A/C","UNITED STATES",1143604,1143604,171.5406,100,71.5406
"B","OFOP",278,278,"18162557501","NEWM","",NA,20160520,20160523,"SGD",0,"1J56","BMG392401094","GL LIMITED",113700,"MLCOUS3GPRO","","2781-2119-6928","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822349750","","Off-Exchange",NA,1,0.885,"Merrill Lynch (Singapore) Pte Ltd","ML PRO LOCK UP A/C","UNITED STATES",100624.5,100624.5,75,0,75
"B","OFOP",278,278,"18162565401","NEWM","",NA,20160520,20160523,"SGD",0,"1V35","SG1V35936920","ASCENDAS INDIA TRUST",13700,"MLCOUS3GPRO","","2781-2119-6928","XSES","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K230822350147","","Off-Exchange",NA,1,0.955,"Merrill Lynch (Singapore) Pte Ltd","ML PRO LOCK UP A/C","UNITED STATES",13083.5,13083.5,75,0,75
